条件,サンプルのインデックス,ID,プレイヤー,文字数,対原文類似度,テキスト内容
そのまま,12,12,5人目,98,0.0438605186349119,福島県沖の地震の影響で津波警報が出たため、大きな被害を心配しながらも、停電や物資届きにくい地域には避難者のための支援が必要になっていますが、避難する人たちはすでに安全な場所へ避難しているようです。
そのまま,12,12,6人目,88,0.06151387844957473,福島県沖の地震による津波警報が出たため、大きな被害を心配しながらも、停電や物資届きにくい地域では避難者のための支援が必要になっていますが、すでに安全な場所へ避難し始めています。
そのまま,12,12,7人目,88,0.06151387844957473,福島県沖の地震による津波警報が出たため、大きな被害を心配しながらも、停電や物資届きにくい地域では避難者のための支援が必要になっていますが、すでに安全な場所へ避難し始めています。
そのまま,12,12,8人目,87,0.04931674515400844,福島県沖の地震による津波警報が出たため、停電や物資の届きにくい地域での大きな被害心配の中で避難者のための支援必要になっていますが、すでに安全な場所へ避難し始めているようです。
そのまま,12,12,9人目,90,0.04759152196712533,福島県沖の地震による津波警報が出たため、停電や物資の届きにくい地域での大きな被害心配の中で避難者のための支援必要になっていますが、すでに安全な場所へ避難する人が増えているようです。
そのまま,12,12,10人目,100,0.027427947283483717,福島県沖の地震からのお墨付きないし津波警報が出たためか、停電や物資も届きにくい地域の中での大きな被害心配がありながら、避難者のための支援必要になっていて、今すでに安全な場所へ避難する人が増えています。
そのまま,13,13,原文,117,1.0,2024年3月16日に、静岡県中部と神奈川県中部において記録的な大雨が発生した。河川の氾濫や土砂災害が多発し、道路冠水による交通麻痺、家屋浸水被害など甚大な被害をもたらした。多くの地域で避難指示が出され、住民生活に大きな影響を与えた。
そのまま,13,13,1人目,70,0.38970233326438547,静岡県中部と神奈川県中部で2024年3月16日に記録的大雨が降り、氾濫や土砂災害が多発し道路が冠水して交通麻痺や家屋浸水による被害があった。
そのまま,13,13,2人目,72,0.2143581249147116,静岡県の中州と神奈川県の中間で2024年3月16日に記録的大雨が降り、氾濫・土砂災害が増加し道路が冠水して交通麻痺や家屋浸水による被害があった。
そのまま,13,13,3人目,58,0.13847905074366876,静岡県の中州と神奈川県の間に2024年3月16日にひどい雨が降り、水が広く流れ込んで土砂災害など多くの問題になった。
そのまま,13,13,4人目,48,0.13112015812719371,静岡県の中州から海に近い地域と神奈川県の間で、2024年3月16日の大雨により大きな被害が出た。
そのまま,13,13,5人目,37,0.06272595344236004,2024年の大雨が神奈川県や静岡県の中州にあまり近い土地を大いに傷つけた。
そのまま,13,13,6人目,31,0.020946290242842194,今年の夏の雨による被害は、特に中州に隣接する場所で大きかった。
そのまま,13,13,7人目,83,0.1193929947068373,今年の夏、南西風の影響による激しい降雨によって被害が広範囲に及んだ地域では、この年の夏の雨による被害は、中洲にある都市などを中心とする沿岸部に大きな損害をもたらした。
そのまま,13,13,8人目,83,0.07927880695502315,今年の夏、南西風の影響でたくさん降った雨が、大きな被害を生じた。南西風による激しい雨で沿岸部の地域は、大きな損害を受けた。中洲にある都市などにも大きな被害が出ている。
そのまま,13,13,9人目,58,0.08221629764195473,今年の夏に強い雨が降り、沿岸部では多くの物と人が水没した。大量の雨と高潮によって市内の多くが大きな被害を受けました。
そのまま,13,13,10人目,75,0.0721556635480093,この夏に厳しい雨が降り、海岸地域で何千もの物品や人々が浸水したことにより、多くの人が家を失い、道路が寸断されたことや、市内では急速な浸水被害があった。
